,date,name,code,diff,ranking,total
608,05-17,亚盛集团,600108,79,234,3630
609,05-09,国金证券,600109,6,458,3627
610,05-10,国金证券,600109,29,429,3626
611,05-13,国金证券,600109,-79,508,3630
612,05-14,国金证券,600109,-17,525,3629
613,05-15,国金证券,600109,2,523,3630
614,05-16,国金证券,600109,-64,587,3630
615,05-17,国金证券,600109,0,587,3630
616,05-09,诺德股份,600110,-47,857,3627
617,05-10,诺德股份,600110,-45,902,3626
618,05-13,诺德股份,600110,-105,1007,3630
619,05-14,诺德股份,600110,-51,1058,3629
620,05-15,诺德股份,600110,4,1054,3630
621,05-16,诺德股份,600110,242,812,3630
622,05-17,诺德股份,600110,3,809,3630
623,05-09,北方稀土,600111,23,196,3627
624,05-10,北方稀土,600111,16,180,3626
625,05-13,北方稀土,600111,-7,187,3630
626,05-14,北方稀土,600111,45,142,3629
627,05-15,北方稀土,600111,7,135,3630
628,05-16,北方稀土,600111,90,45,3630
629,05-17,北方稀土,600111,15,30,3630
630,05-09,天成控股,600112,-129,1512,3627
631,05-10,天成控股,600112,-55,1567,3626
632,05-13,天成控股,600112,465,1102,3630
633,05-14,天成控股,600112,91,1011,3629
634,05-15,天成控股,600112,-29,1040,3630
635,05-16,天成控股,600112,-57,1097,3630
636,05-17,天成控股,600112,0,1097,3630
637,05-09,浙江东日,600113,2,2191,3627
638,05-10,浙江东日,600113,-9,2200,3626
639,05-13,浙江东日,600113,-84,2284,3630
640,05-14,浙江东日,600113,3,2281,3629
641,05-15,浙江东日,600113,12,2269,3630
642,05-16,浙江东日,600113,225,2044,3630
643,05-17,浙江东日,600113,42,2002,3630
644,05-09,东睦股份,600114,-72,2211,3627
645,05-10,东睦股份,600114,-22,2233,3626
646,05-13,东睦股份,600114,-86,2319,3630
647,05-14,东睦股份,600114,35,2284,3629
648,05-15,东睦股份,600114,-35,2319,3630
649,05-16,东睦股份,600114,158,2161,3630
650,05-17,东睦股份,600114,128,2033,3630
651,05-09,东方航空,600115,-26,319,3627
652,05-10,东方航空,600115,-15,334,3626
653,05-13,东方航空,600115,-24,358,3630
654,05-14,东方航空,600115,4,354,3629
655,05-15,东方航空,600115,-12,366,3630
656,05-16,东方航空,600115,-16,382,3630
657,05-17,东方航空,600115,15,367,3630
658,05-09,三峡水利,600116,-50,1670,3627
659,05-10,三峡水利,600116,-39,1709,3626
660,05-13,三峡水利,600116,-62,1771,3630
661,05-14,三峡水利,600116,-79,1850,3629
662,05-15,三峡水利,600116,-3,1853,3630
663,05-16,三峡水利,600116,-21,1874,3630
664,05-17,三峡水利,600116,-13,1887,3630
665,05-09,西宁特钢,600117,-110,1388,3627
666,05-10,西宁特钢,600117,-74,1462,3626
667,05-13,西宁特钢,600117,-301,1763,3630
668,05-14,西宁特钢,600117,-50,1813,3629
669,05-15,西宁特钢,600117,-42,1855,3630
670,05-16,西宁特钢,600117,71,1784,3630
671,05-17,西宁特钢,600117,-53,1837,3630
672,05-09,中国卫星,600118,40,489,3627
673,05-10,中国卫星,600118,129,360,3626
674,05-13,中国卫星,600118,5,355,3630
675,05-14,中国卫星,600118,72,283,3629
676,05-15,中国卫星,600118,7,276,3630
677,05-16,中国卫星,600118,78,198,3630
678,05-17,中国卫星,600118,-40,238,3630
679,05-09,*ST长投,600119,-28,656,3627
680,05-10,*ST长投,600119,-109,765,3626
681,05-13,*ST长投,600119,-122,887,3630
682,05-14,*ST长投,600119,-121,1008,3629
683,05-15,*ST长投,600119,-240,1248,3630
684,05-16,*ST长投,600119,-274,1522,3630
685,05-17,*ST长投,600119,-130,1652,3630
686,05-09,浙江东方,600120,-42,1396,3627
687,05-10,浙江东方,600120,-15,1411,3626
688,05-13,浙江东方,600120,6,1405,3630
689,05-14,浙江东方,600120,-50,1455,3629
690,05-15,浙江东方,600120,-78,1533,3630
691,05-16,浙江东方,600120,-60,1593,3630
692,05-17,浙江东方,600120,-66,1659,3630
693,05-09,郑州煤电,600121,-46,2821,3627
694,05-10,郑州煤电,600121,11,2810,3626
695,05-13,郑州煤电,600121,-13,2823,3630
696,05-14,郑州煤电,600121,-39,2862,3629
697,05-15,郑州煤电,600121,-14,2876,3630
698,05-16,郑州煤电,600121,-7,2883,3630
699,05-17,郑州煤电,600121,-31,2914,3630
700,05-09,宏图高科,600122,-28,1344,3627
701,05-10,宏图高科,600122,-41,1385,3626
702,05-13,宏图高科,600122,958,427,3630
703,05-14,宏图高科,600122,54,373,3629
704,05-15,宏图高科,600122,-40,413,3630
705,05-16,宏图高科,600122,-43,456,3630
706,05-17,宏图高科,600122,-7,463,3630
707,05-09,兰花科创,600123,-14,2159,3627
708,05-10,兰花科创,600123,18,2141,3626
709,05-13,兰花科创,600123,-29,2170,3630
710,05-14,兰花科创,600123,11,2159,3629
711,05-15,兰花科创,600123,8,2151,3630
712,05-16,兰花科创,600123,55,2096,3630
713,05-17,兰花科创,600123,-36,2132,3630
714,05-09,铁龙物流,600125,-29,960,3627
715,05-10,铁龙物流,600125,-22,982,3626
716,05-13,铁龙物流,600125,-92,1074,3630
717,05-14,铁龙物流,600125,2,1072,3629
718,05-15,铁龙物流,600125,-8,1080,3630
719,05-16,铁龙物流,600125,0,1080,3630
720,05-17,铁龙物流,600125,-24,1104,3630
721,05-09,杭钢股份,600126,-96,1854,3627
722,05-10,杭钢股份,600126,-103,1957,3626
723,05-13,杭钢股份,600126,-160,2117,3630
724,05-14,杭钢股份,600126,-239,2356,3629
725,05-15,杭钢股份,600126,-154,2510,3630
726,05-16,杭钢股份,600126,-66,2576,3630
727,05-17,杭钢股份,600126,-106,2682,3630
728,05-09,金健米业,600127,11,33,3627
729,05-10,金健米业,600127,-1,34,3626
730,05-13,金健米业,600127,-3,37,3630
731,05-14,金健米业,600127,-12,49,3629
732,05-15,金健米业,600127,2,47,3630
733,05-16,金健米业,600127,-17,64,3630
734,05-17,金健米业,600127,-9,73,3630
735,05-09,弘业股份,600128,-63,1769,3627
736,05-10,弘业股份,600128,-31,1800,3626
737,05-13,弘业股份,600128,-32,1832,3630
738,05-14,弘业股份,600128,7,1825,3629
739,05-15,弘业股份,600128,-62,1887,3630
740,05-16,弘业股份,600128,97,1790,3630
741,05-17,弘业股份,600128,-50,1840,3630
742,05-09,太极集团,600129,-112,1696,3627
743,05-10,太极集团,600129,225,1471,3626
744,05-13,太极集团,600129,-93,1564,3630
745,05-14,太极集团,600129,-180,1744,3629
746,05-15,太极集团,600129,-197,1941,3630
747,05-16,太极集团,600129,-82,2023,3630
748,05-17,太极集团,600129,-191,2214,3630
749,05-09,波导股份,600130,-42,1153,3627
750,05-10,波导股份,600130,31,1122,3626
751,05-13,波导股份,600130,-79,1201,3630
752,05-14,波导股份,600130,172,1029,3629
753,05-15,波导股份,600130,-49,1078,3630
754,05-16,波导股份,600130,402,676,3630
755,05-17,波导股份,600130,147,529,3630
756,05-09,岷江水电,600131,-37,751,3627
757,05-10,岷江水电,600131,13,738,3626
758,05-13,岷江水电,600131,23,715,3630
759,05-14,岷江水电,600131,-48,763,3629
760,05-15,岷江水电,600131,-29,792,3630
761,05-16,岷江水电,600131,-45,837,3630
762,05-17,岷江水电,600131,89,748,3630
763,05-09,重庆啤酒,600132,-128,805,3627
764,05-10,重庆啤酒,600132,310,495,3626
765,05-13,重庆啤酒,600132,138,357,3630
766,05-14,重庆啤酒,600132,-54,411,3629
767,05-15,重庆啤酒,600132,-59,470,3630
768,05-16,重庆啤酒,600132,53,417,3630
769,05-17,重庆啤酒,600132,-155,572,3630
770,05-09,东湖高新,600133,282,1121,3627
771,05-10,东湖高新,600133,-63,1184,3626
772,05-13,东湖高新,600133,-152,1336,3630
773,05-14,东湖高新,600133,-41,1377,3629
774,05-15,东湖高新,600133,-78,1455,3630
775,05-16,东湖高新,600133,-239,1694,3630
776,05-17,东湖高新,600133,-63,1757,3630
777,05-09,乐凯胶片,600135,-98,948,3627
778,05-10,乐凯胶片,600135,-43,991,3626
779,05-13,乐凯胶片,600135,-234,1225,3630
780,05-14,乐凯胶片,600135,149,1076,3629
781,05-15,乐凯胶片,600135,-85,1161,3630
782,05-16,乐凯胶片,600135,-87,1248,3630
783,05-17,乐凯胶片,600135,-62,1310,3630
784,05-09,当代明诚,600136,-82,1472,3627
785,05-10,当代明诚,600136,-28,1500,3626
786,05-13,当代明诚,600136,276,1224,3630
787,05-14,当代明诚,600136,-52,1276,3629
788,05-15,当代明诚,600136,281,995,3630
789,05-16,当代明诚,600136,-16,1011,3630
790,05-17,当代明诚,600136,-13,1024,3630
791,05-09,浪莎股份,600137,-107,2748,3627
792,05-10,浪莎股份,600137,-116,2864,3626
793,05-13,浪莎股份,600137,-55,2919,3630
794,05-14,浪莎股份,600137,1,2918,3629
795,05-15,浪莎股份,600137,-128,3046,3630
796,05-16,浪莎股份,600137,-23,3069,3630
797,05-17,浪莎股份,600137,34,3035,3630
798,05-09,中青旅,600138,-75,1235,3627
799,05-10,中青旅,600138,-52,1287,3626
800,05-13,中青旅,600138,-55,1342,3630
801,05-14,中青旅,600138,-25,1367,3629
802,05-15,中青旅,600138,-40,1407,3630
803,05-16,中青旅,600138,-85,1492,3630
804,05-17,中青旅,600138,-44,1536,3630
805,05-09,西部资源,600139,-61,1550,3627
806,05-10,西部资源,600139,-83,1633,3626
807,05-13,西部资源,600139,-271,1904,3630
808,05-14,西部资源,600139,-71,1975,3629
809,05-15,西部资源,600139,-71,2046,3630
810,05-16,西部资源,600139,96,1950,3630
811,05-17,西部资源,600139,-70,2020,3630
812,05-09,兴发集团,600141,-61,1414,3627
813,05-10,兴发集团,600141,-28,1442,3626
814,05-13,兴发集团,600141,-136,1578,3630
815,05-14,兴发集团,600141,-30,1608,3629
816,05-15,兴发集团,600141,-17,1625,3630
817,05-16,兴发集团,600141,229,1396,3630
818,05-17,兴发集团,600141,27,1369,3630
819,05-09,金发科技,600143,-23,1824,3627
820,05-10,金发科技,600143,-8,1832,3626
821,05-13,金发科技,600143,-118,1950,3630
822,05-14,金发科技,600143,42,1908,3629
823,05-15,金发科技,600143,3,1905,3630
824,05-16,金发科技,600143,180,1725,3630
825,05-17,金发科技,600143,-80,1805,3630
826,05-09,*ST新亿,600145,0,3613,3627
827,05-10,*ST新亿,600145,6,3607,3626
828,05-13,*ST新亿,600145,3,3604,3630
829,05-14,*ST新亿,600145,-3,3607,3629
830,05-15,*ST新亿,600145,-4,3611,3630
831,05-16,*ST新亿,600145,-4,3615,3630
832,05-17,*ST新亿,600145,-3,3618,3630
833,05-09,商赢环球,600146,-61,394,3627
834,05-10,商赢环球,600146,-74,468,3626
835,05-13,商赢环球,600146,198,270,3630
836,05-14,商赢环球,600146,50,220,3629
837,05-15,商赢环球,600146,26,194,3630
838,05-16,商赢环球,600146,-7,201,3630
839,05-17,商赢环球,600146,15,186,3630
840,05-09,长春一东,600148,-1,2246,3627
841,05-10,长春一东,600148,16,2230,3626
842,05-13,长春一东,600148,-146,2376,3630
843,05-14,长春一东,600148,84,2292,3629
844,05-15,长春一东,600148,7,2285,3630
845,05-16,长春一东,600148,52,2233,3630
846,05-17,长春一东,600148,-40,2273,3630
847,05-09,ST坊展,600149,-193,2021,3627
848,05-10,ST坊展,600149,177,1844,3626
849,05-13,ST坊展,600149,-48,1892,3630
850,05-14,ST坊展,600149,-106,1998,3629
851,05-15,ST坊展,600149,-15,2013,3630
852,05-16,ST坊展,600149,-41,2054,3630
853,05-17,ST坊展,600149,-113,2167,3630
854,05-09,中国船舶,600150,-14,106,3627
855,05-10,中国船舶,600150,-5,111,3626
856,05-13,中国船舶,600150,-7,118,3630
857,05-14,中国船舶,600150,-4,122,3629
858,05-15,中国船舶,600150,-28,150,3630
859,05-16,中国船舶,600150,-13,163,3630
860,05-17,中国船舶,600150,-7,170,3630
861,05-09,航天机电,600151,-41,1313,3627
862,05-10,航天机电,600151,65,1248,3626
863,05-13,航天机电,600151,-40,1288,3630
864,05-14,航天机电,600151,68,1220,3629
865,05-15,航天机电,600151,-83,1303,3630
866,05-16,航天机电,600151,0,1303,3630
867,05-17,航天机电,600151,-103,1406,3630
868,05-09,维科技术,600152,-11,2331,3627
869,05-10,维科技术,600152,189,2142,3626
870,05-13,维科技术,600152,-43,2185,3630
871,05-14,维科技术,600152,-41,2226,3629
872,05-15,维科技术,600152,-9,2235,3630
873,05-16,维科技术,600152,119,2116,3630
874,05-17,维科技术,600152,-77,2193,3630
875,05-09,建发股份,600153,34,936,3627
876,05-10,建发股份,600153,-23,959,3626
877,05-13,建发股份,600153,-154,1113,3630
878,05-14,建发股份,600153,-9,1122,3629
879,05-15,建发股份,600153,-50,1172,3630
880,05-16,建发股份,600153,-114,1286,3630
881,05-17,建发股份,600153,-148,1434,3630
882,05-09,华创阳安,600155,57,265,3627
883,05-10,华创阳安,600155,-8,273,3626
884,05-13,华创阳安,600155,-33,306,3630
885,05-14,华创阳安,600155,60,246,3629
886,05-15,华创阳安,600155,-13,259,3630
887,05-16,华创阳安,600155,-97,356,3630
888,05-17,华创阳安,600155,-56,412,3630
889,05-09,华升股份,600156,-27,1191,3627
890,05-10,华升股份,600156,-48,1239,3626
891,05-13,华升股份,600156,252,987,3630
892,05-14,华升股份,600156,37,950,3629
893,05-15,华升股份,600156,-237,1187,3630
894,05-16,华升股份,600156,-151,1338,3630
895,05-17,华升股份,600156,44,1294,3630
896,05-09,永泰能源,600157,-3,77,3627
897,05-10,永泰能源,600157,-8,85,3626
898,05-13,永泰能源,600157,-14,99,3630
899,05-14,永泰能源,600157,-11,110,3629
900,05-15,永泰能源,600157,-1,111,3630
901,05-16,永泰能源,600157,18,93,3630
902,05-17,永泰能源,600157,-10,103,3630
903,05-09,中体产业,600158,-1,835,3627
904,05-10,中体产业,600158,13,822,3626
905,05-13,中体产业,600158,-75,897,3630
906,05-14,中体产业,600158,123,774,3629
907,05-15,中体产业,600158,148,626,3630
908,05-16,中体产业,600158,-73,699,3630
909,05-17,中体产业,600158,-59,758,3630
910,05-09,大龙地产,600159,-37,3299,3627
911,05-10,大龙地产,600159,11,3288,3626
912,05-13,大龙地产,600159,-72,3360,3630
913,05-14,大龙地产,600159,-6,3366,3629
914,05-15,大龙地产,600159,22,3344,3630
915,05-16,大龙地产,600159,37,3307,3630
916,05-17,大龙地产,600159,-4,3311,3630
917,05-09,巨化股份,600160,1,690,3627
918,05-10,巨化股份,600160,31,659,3626
919,05-13,巨化股份,600160,-28,687,3630
920,05-14,巨化股份,600160,8,679,3629
921,05-15,巨化股份,600160,-29,708,3630
922,05-16,巨化股份,600160,-17,725,3630
923,05-17,巨化股份,600160,20,705,3630
924,05-09,天坛生物,600161,40,2409,3627
925,05-10,天坛生物,600161,48,2361,3626
926,05-13,天坛生物,600161,-65,2426,3630
927,05-14,天坛生物,600161,-28,2454,3629
928,05-15,天坛生物,600161,57,2397,3630
929,05-16,天坛生物,600161,120,2277,3630
930,05-17,天坛生物,600161,37,2240,3630
931,05-09,香江控股,600162,-54,1778,3627
932,05-10,香江控股,600162,-49,1827,3626
933,05-13,香江控股,600162,-212,2039,3630
934,05-14,香江控股,600162,-53,2092,3629
935,05-15,香江控股,600162,-24,2116,3630
936,05-16,香江控股,600162,-87,2203,3630
937,05-17,香江控股,600162,-86,2289,3630
938,05-09,中闽能源,600163,-108,1553,3627
939,05-10,中闽能源,600163,-141,1694,3626
940,05-13,中闽能源,600163,-107,1801,3630
941,05-14,中闽能源,600163,-322,2123,3629
942,05-15,中闽能源,600163,315,1808,3630
943,05-16,中闽能源,600163,163,1645,3630
944,05-17,中闽能源,600163,-36,1681,3630
945,05-09,新日恒力,600165,-3,907,3627
946,05-10,新日恒力,600165,-6,913,3626
947,05-13,新日恒力,600165,-40,953,3630
948,05-14,新日恒力,600165,138,815,3629
949,05-15,新日恒力,600165,73,742,3630
950,05-16,新日恒力,600165,-33,775,3630
951,05-17,新日恒力,600165,8,767,3630
952,05-09,福田汽车,600166,6,129,3627
953,05-10,福田汽车,600166,-22,151,3626
954,05-13,福田汽车,600166,-2,153,3630
955,05-14,福田汽车,600166,-40,193,3629
956,05-15,福田汽车,600166,-21,214,3630
957,05-16,福田汽车,600166,-35,249,3630
958,05-17,福田汽车,600166,-42,291,3630
959,05-09,联美控股,600167,640,2593,3627
960,05-10,联美控股,600167,-43,2636,3626
961,05-13,联美控股,600167,-69,2705,3630
962,05-14,联美控股,600167,1276,1429,3629
963,05-15,联美控股,600167,291,1138,3630
964,05-16,联美控股,600167,-16,1154,3630
965,05-17,联美控股,600167,-34,1188,3630
966,05-09,武汉控股,600168,31,3314,3627
967,05-10,武汉控股,600168,31,3283,3626
968,05-13,武汉控股,600168,-6,3289,3630
969,05-14,武汉控股,600168,-8,3297,3629
970,05-15,武汉控股,600168,25,3272,3630
971,05-16,武汉控股,600168,1,3271,3630
972,05-17,武汉控股,600168,-41,3312,3630
973,05-09,太原重工,600169,24,1590,3627
974,05-10,太原重工,600169,47,1543,3626
975,05-13,太原重工,600169,-90,1633,3630
976,05-14,太原重工,600169,-55,1688,3629
977,05-15,太原重工,600169,-2,1690,3630
978,05-16,太原重工,600169,-3,1693,3630
979,05-17,太原重工,600169,-108,1801,3630
980,05-09,上海建工,600170,39,530,3627
981,05-10,上海建工,600170,7,523,3626
982,05-13,上海建工,600170,111,412,3630
983,05-14,上海建工,600170,24,388,3629
984,05-15,上海建工,600170,-2,390,3630
985,05-16,上海建工,600170,-37,427,3630
986,05-17,上海建工,600170,-68,495,3630
987,05-09,上海贝岭,600171,110,464,3627
988,05-10,上海贝岭,600171,158,306,3626
989,05-13,上海贝岭,600171,96,210,3630
990,05-14,上海贝岭,600171,26,184,3629
991,05-15,上海贝岭,600171,-3,187,3630
992,05-16,上海贝岭,600171,-20,207,3630
993,05-17,上海贝岭,600171,4,203,3630
994,05-09,黄河旋风,600172,-6,957,3627
995,05-10,黄河旋风,600172,-31,988,3626
996,05-13,黄河旋风,600172,-76,1064,3630
997,05-14,黄河旋风,600172,-33,1097,3629
998,05-15,黄河旋风,600172,-6,1103,3630
999,05-16,黄河旋风,600172,-34,1137,3630
1000,05-17,黄河旋风,600172,23,1114,3630
1001,05-09,卧龙地产,600173,-59,3092,3627
1002,05-10,卧龙地产,600173,38,3054,3626
1003,05-13,卧龙地产,600173,44,3010,3630
1004,05-14,卧龙地产,600173,-57,3067,3629
1005,05-15,卧龙地产,600173,-22,3089,3630
1006,05-16,卧龙地产,600173,26,3063,3630
1007,05-17,卧龙地产,600173,-72,3135,3630
1008,05-09,美都能源,600175,-2,18,3627
1009,05-10,美都能源,600175,-4,22,3626
1010,05-13,美都能源,600175,-3,25,3630
1011,05-14,美都能源,600175,-10,35,3629
1012,05-15,美都能源,600175,1,34,3630
1013,05-16,美都能源,600175,-6,40,3630
1014,05-17,美都能源,600175,-8,48,3630
1015,05-09,中国巨石,600176,6,438,3627
1016,05-10,中国巨石,600176,-18,456,3626
1017,05-13,中国巨石,600176,-79,535,3630
1018,05-14,中国巨石,600176,14,521,3629
1019,05-15,中国巨石,600176,17,504,3630
1020,05-16,中国巨石,600176,-33,537,3630
1021,05-17,中国巨石,600176,21,516,3630
1022,05-09,雅戈尔,600177,-99,624,3627
1023,05-10,雅戈尔,600177,-66,690,3626
1024,05-13,雅戈尔,600177,26,664,3630
1025,05-14,雅戈尔,600177,-42,706,3629
1026,05-15,雅戈尔,600177,-35,741,3630
1027,05-16,雅戈尔,600177,-8,749,3630
1028,05-17,雅戈尔,600177,-31,780,3630
1029,05-09,东安动力,600178,-6,2505,3627
1030,05-10,东安动力,600178,53,2452,3626
1031,05-13,东安动力,600178,-56,2508,3630
1032,05-14,东安动力,600178,-18,2526,3629
1033,05-15,东安动力,600178,-20,2546,3630
1034,05-16,东安动力,600178,44,2502,3630
1035,05-17,东安动力,600178,-24,2526,3630
1036,05-09,安通控股,600179,-80,925,3627
1037,05-10,安通控股,600179,286,639,3626
1038,05-13,安通控股,600179,89,550,3630
1039,05-14,安通控股,600179,-36,586,3629
1040,05-15,安通控股,600179,-35,621,3630
1041,05-16,安通控股,600179,-40,661,3630
1042,05-17,安通控股,600179,-57,718,3630
1043,05-09,瑞茂通,600180,22,3239,3627
1044,05-10,瑞茂通,600180,-15,3254,3626
1045,05-13,瑞茂通,600180,-61,3315,3630
1046,05-14,瑞茂通,600180,38,3277,3629
1047,05-15,瑞茂通,600180,364,2913,3630
1048,05-16,瑞茂通,600180,-58,2971,3630
1049,05-17,瑞茂通,600180,43,2928,3630
1050,05-09,S佳通,600182,276,1916,3627
